,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,profit,release_year,genres,director,roi_domestic,roi_foreign,roi_worldwide
902,2016-02-19,Forsaken 2016,18000000,0,0,0,-18000000,2016,Horror,Justin Price,-100.0,-100.0,-100.0
903,2012-07-13,Red Lights 2012,17700000,49521,14518884,14469363,-3181116,2012,"Drama,Fantasy,Horror",Rodrigo Cortés,-99.72022033898304,-18.252186440677967,-17.972406779661018
904,2013-11-27,Black Nativity 2013,17500000,7018188,7285135,266947,-10214865,2013,"Drama,Family,Music",Kasi Lemmons,-59.89606857142857,-98.47458857142857,-58.37065714285714
905,2018-04-06,A Quiet Place 2018,17000000,188024361,334522294,146497933,317522294,2018,"Drama,Horror,Sci-Fi",John Krasinski,1006.0256529411765,761.7525470588236,1867.7782
906,2013-11-15,The Best Man Holiday 2013,17000000,70525195,72835710,2310515,55835710,2013,"Comedy,Drama",Malcolm D. Lee,314.8540882352941,-86.40873529411765,328.44535294117645
907,2012-09-28,Pitch Perfect 2012,17000000,65001093,116044347,51043254,99044347,2012,"Comedy,Music,Romance",Jason Moore,282.35937058823527,200.25443529411766,582.613805882353
908,2013-04-05,Evil Dead 2013,17000000,54239856,97778356,43538500,80778356,2013,"Fantasy,Horror,Thriller",Fede Alvarez,219.05797647058822,156.10882352941175,475.16679999999997
909,2015-02-20,"McFarland, USA 2015",17000000,44480275,45707924,1227649,28707924,2015,"Biography,Drama,Sport",Niki Caro,161.6486764705882,-92.77853529411765,168.87014117647058
910,2016-11-11,Almost Christmas 2016,17000000,42065185,42493506,428321,25493506,2016,"Comedy,Drama",David E. Talbert,147.44226470588237,-97.48046470588235,149.96179999999998
911,2011-03-04,Beastly 2011,17000000,27865571,38028230,10162659,21028230,2011,"Drama,Fantasy,Romance",Daniel Barnz,63.915123529411765,-40.21965294117647,123.6954705882353
913,2012-08-24,The Apparition 2012,17000000,4936819,10637281,5700462,-6362719,2012,"Horror,Thriller",Todd Lincoln,-70.95988823529412,-66.46787058823529,-37.42775882352941
914,2016-06-10,Genius 2016,17000000,1361045,7265283,5904238,-9734717,2016,"Biography,Drama",Michael Grandage,-91.99385294117647,-65.26918823529412,-57.26304117647059
915,2019-07-12,Crawl 2019,17000000,0,0,0,-17000000,2019,"Action,Horror,Thriller",Alexandre Aja,-100.0,-100.0,-100.0
916,2016-03-11,The Young Messiah 2016,16800000,6469813,7313697,843884,-9486303,2016,"Drama,Fantasy",Cyrus Nowrasteh,-61.48920833333334,-94.97688095238095,-56.46608928571428
917,2012-05-25,Moonrise Kingdom 2012,16000000,45512466,68848446,23335980,52848446,2012,"Adventure,Comedy,Drama",Wes Anderson,184.4529125,45.849875000000004,330.3027875
918,2011-11-25,The Artist 2011,16000000,44667095,128256712,83589617,112256712,2011,"Comedy,Drama,Romance",Michel Hazanavicius,179.16934375,422.43510625000005,701.6044499999999
920,2011-02-04,The Roommate 2011,16000000,37300107,52545707,15245600,36545707,2011,"Drama,Thriller",Christian E. Christiansen,133.12566875000002,-4.715,228.41066875
922,2014-10-03,Left Behind 2014,16000000,14019924,20769209,6749285,4769209,2014,"Action,Drama,Fantasy",Vic Armstrong,-12.375475,-57.81696875,29.80755625
923,2012-06-29,People Like Us 2012,16000000,12431792,12617472,185680,-3382528,2012,"Comedy,Drama",Alex Kurtzman,-22.301299999999998,-98.8395,-21.140800000000002
924,2016-11-18,Bleed for This 2016,16000000,5083906,6603926,1520020,-9396074,2016,"Biography,Drama,Sport",Ben Younger,-68.22558749999999,-90.499875,-58.725462500000006
925,2014-11-14,The Homesman 2014,16000000,2429989,8217571,5787582,-7782429,2014,"Drama,Western",Tommy Lee Jones,-84.81256875,-63.8276125,-48.64018125
926,2013-04-05,Trance 2013,16000000,2322593,22594052,20271459,6594052,2013,"Crime,Drama,Mystery",Danny Boyle,-85.48379375,26.69661875,41.212824999999995
927,2012-11-02,Vamps 2012,16000000,3361,94812,91451,-15905188,2012,"Comedy,Horror,Romance",Amy Heckerling,-99.97899375,-99.42843125,-99.407425
928,2013-12-31,Zulu 2013,16000000,0,1844228,1844228,-14155772,2013,"Crime,Drama,Thriller",Jérôme Salle,-100.0,-88.47357500000001,-88.47357500000001
929,2018-12-21,Second Act 2018,15700000,39282227,63288854,24006627,47588854,2018,"Comedy,Drama,Romance",Peter Segal,150.20526751592357,52.908452229299364,303.11371974522297
930,2017-08-11,Annabelle: Creation 2017,15000000,102092201,305384865,203292664,290384865,2017,"Horror,Mystery,Thriller",David F. Sandberg,580.6146733333334,1255.2844266666666,1935.8990999999999
931,2014-11-28,The Imitation Game 2014,15000000,91125143,227740463,136615320,212740463,2014,"Biography,Drama,Thriller",Morten Tyldum,507.50095333333337,810.7687999999999,1418.2697533333335
932,2013-01-18,Mama 2013,15000000,71628180,148095566,76467386,133095566,2013,"Horror,Thriller",Andy Muschietti,377.52119999999996,409.7825733333333,887.3037733333333
934,2012-02-03,The Woman in Black 2012,15000000,54333290,128955898,74622608,113955898,2012,"Drama,Fantasy,Horror",James Watkins,262.2219333333333,397.48405333333335,759.7059866666667
935,2018-08-10,BlacKkKlansman 2018,15000000,49275340,93017335,43741995,78017335,2018,"Biography,Crime,Drama",Spike Lee,228.50226666666669,191.6133,520.1155666666667
936,2013-02-22,Snitch 2013,15000000,42930462,57907734,14977272,42907734,2013,"Action,Drama,Thriller",Ric Roman Waugh,186.20308,-0.15152,286.05156
937,2015-12-04,Krampus 2015,15000000,42725475,61788393,19062918,46788393,2015,"Comedy,Fantasy,Horror",Michael Dougherty,184.8365,27.08612,311.92262
938,2012-09-21,End of Watch 2012,15000000,41003371,57586606,16583235,42586606,2012,"Action,Crime,Drama",David Ayer,173.35580666666667,10.5549,283.91070666666667
939,2014-12-03,Wild 2014,15000000,37880356,52460543,14580187,37460543,2014,"Adventure,Biography,Drama",Jean-Marc Vallée,152.53570666666667,-2.798753333333333,249.73695333333333
940,2014-11-07,The Theory of Everything 2014,15000000,35893537,123327692,87434155,108327692,2014,"Biography,Drama,Romance",James Marsh,139.29024666666666,482.89436666666666,722.1846133333333
941,2011-09-16,Drive 2011,15000000,35060689,81357930,46297241,66357930,2011,"Crime,Drama",Nicolas Winding Refn,133.73792666666665,208.64827333333332,442.3862
942,2018-11-23,The Favourite 2018,15000000,34366783,94113929,59747146,79113929,2018,"Biography,Drama,History",Yorgos Lanthimos,129.11188666666666,298.31430666666665,527.4261933333333
943,2014-08-22,When the Game Stands Tall 2014,15000000,30127963,30138912,10949,15138912,2014,"Drama,Family,Sport",Thomas Carter,100.85308666666666,-99.92700666666666,100.92608000000001
944,2017-09-08,Home Again 2017,15000000,27020284,37336874,10316590,22336874,2017,"Comedy,Drama,Romance",Hallie Meyers-Shyer,80.13522666666667,-31.222733333333334,148.91249333333334
946,2014-08-27,The November Man 2014,15000000,25018119,34820335,9802216,19820335,2014,"Action,Crime,Thriller",Roger Donaldson,66.78746,-34.651893333333334,132.13556666666665
947,2016-04-29,Keanu 2016,15000000,20591853,20688141,96288,5688141,2016,"Action,Comedy,Crime",Peter Atencio,37.27902,-99.35808,37.920939999999995
949,2014-07-25,A Most Wanted Man 2014,15000000,17237855,36068890,18831035,21068890,2014,"Crime,Drama,Thriller",Anton Corbijn,14.919033333333335,25.540233333333333,140.45926666666665
950,2012-11-02,The Man with the Iron Fists 2012,15000000,15634090,22018988,6384898,7018988,2012,Action,RZA,4.227266666666667,-57.43401333333333,46.79325333333333
951,2019-02-01,Miss Bala 2019,15000000,14998027,15362298,364271,362298,2019,"Action,Crime,Drama",Catherine Hardwicke,-0.013153333333333333,-97.57152666666667,2.41532
952,2012-11-30,Killing Them Softly 2012,15000000,14945541,39238443,24292902,24238443,2012,"Crime,Thriller",Andrew Dominik,-0.36306,61.95268,161.58962
953,2011-08-19,One Day 2011,15000000,13843771,59168692,45324921,44168692,2011,"Drama,Romance",Lone Scherfig,-7.708193333333334,202.16614,294.45794666666666
954,2016-09-23,Queen of Katwe 2016,15000000,8874389,10055481,1181092,-4944519,2016,"Biography,Drama,Sport",Mira Nair,-40.837406666666666,-92.12605333333333,-32.96346
955,2018-06-08,Hotel Artemis 2018,15000000,6708137,12758799,6050662,-2241201,2018,"Action,Drama,Sci-Fi",Drew Pearce,-55.279086666666664,-59.66225333333334,-14.94134
956,2015-10-30,Scouts Guide to the Zombie Apocalypse 2015,15000000,3703046,15554855,11851809,554855,2015,"Action,Comedy,Horror",Christopher Landon,-75.31302666666667,-20.98794,3.6990333333333334
958,2015-10-23,Rock the Kasbah 2015,15000000,3020665,3386153,365488,-11613847,2015,"Comedy,Music,War",Barry Levinson,-79.86223333333334,-97.56341333333334,-77.42564666666667
960,2016-09-09,The Disappointments Room 2016,15000000,2423467,3503761,1080294,-11496239,2016,"Drama,Horror,Thriller",D.J. Caruso,-83.84355333333333,-92.79804,-76.64159333333333
962,2011-11-04,The Son of No One 2011,15000000,30680,1148578,1117898,-13851422,2011,"Action,Crime,Drama",Dito Montiel,-99.79546666666667,-92.54734666666667,-92.34281333333332
963,2013-12-06,Khumba 2013,15000000,0,20898221,20898221,5898221,2013,"Adventure,Animation,Family",Anthony Silverston,-100.0,39.32147333333334,39.32147333333334
964,2015-09-01,Broken Horses 2015,15000000,0,3471,3471,-14996529,2015,"Action,Crime,Drama",Vidhu Vinod Chopra,-100.0,-99.97686,-99.97686
965,2019-08-14,Blinded by the Light 2019,15000000,0,0,0,-15000000,2019,"Biography,Comedy,Drama",Gurinder Chadha,-100.0,-100.0,-100.0
966,2015-07-01,Magic Mike XXL 2015,14500000,66013057,123660597,57647540,109160597,2015,"Comedy,Drama,Music",Gregory Jacobs,355.2624620689655,297.5692413793103,752.8317034482758
967,2012-08-31,The Possession 2012,14000000,49130588,82925064,33794476,68925064,2012,"Horror,Mystery,Thriller",Ole Bornedal,250.93277142857144,141.38911428571427,492.32188571428577
969,2015-02-20,Hot Tub Time Machine 2 2015,14000000,12314651,12826644,511993,-1173356,2015,"Comedy,Mystery,Sci-Fi",Steve Pink,-12.038207142857143,-96.34290714285714,-8.381114285714286
970,2012-10-26,Fun Size 2012,14000000,9409538,11166615,1757077,-2833385,2012,"Adventure,Comedy",Josh Schwartz,-32.78901428571429,-87.44945,-20.238464285714286
971,2015-10-23,Suffragette 2015,14000000,4702420,34044909,29342489,20044909,2015,"Biography,Drama,History",Sarah Gavron,-66.41128571428571,109.58920714285713,143.1779214285714
972,2014-12-19,Mr. Turner 2014,14000000,3958546,25187026,21228480,11187026,2014,"Biography,Drama,History",Mike Leigh,-71.72467142857143,51.632,79.90732857142856
974,2011-09-30,Margaret 2011,14000000,47185,623292,576107,-13376708,2011,Drama,Kenneth Lonergan,-99.66296428571428,-95.88495,-95.54791428571428
975,2012-10-12,Seven Psychopaths 2012,13500000,15024049,33035736,18011687,19535736,2012,"Comedy,Crime",Martin McDonagh,11.289251851851851,33.4199037037037,144.70915555555555
976,2014-09-12,No Good Deed 2014,13200000,52543632,54323210,1779578,41123210,2014,"Action,Crime,Drama",Sam Miller,298.05781818181816,-86.51834848484849,311.53946969696966
978,2011-02-11,Justin Bieber: Never Say Never 2011,13000000,73013910,99034125,26020215,86034125,2011,"Documentary,Music",Jon M. Chu,461.6454615384615,100.1555,661.8009615384615
979,2018-07-04,The First Purge 2018,13000000,69488745,136617305,67128560,123617305,2018,"Action,Horror,Sci-Fi",Gerard McMurray,434.5288076923077,416.3735384615385,950.9023461538461
980,2016-03-16,Miracles from Heaven 2016,13000000,61705123,73798736,12093613,60798736,2016,"Biography,Drama,Family",Patricia Riggen,374.6547923076923,-6.972207692307693,467.68258461538466
981,2016-06-24,The Shallows 2016,13000000,55121623,118763442,63641819,105763442,2016,"Drama,Horror,Thriller",Jaume Collet-Serra,324.0124846153846,389.55245384615387,813.5649384615384
982,2014-02-14,About Last Night 2014,13000000,48637684,50445860,1808176,37445860,2014,"Comedy,Romance",Steve Pink,274.1360307692308,-86.09095384615385,288.0450769230769
983,2014-10-10,St. Vincent 2014,13000000,44137712,54837234,10699522,41837234,2014,"Comedy,Drama",Theodore Melfi,239.52086153846156,-17.695984615384617,321.82487692307694
984,2014-07-02,Earth to Echo 2014,13000000,38934842,42174545,3239703,29174545,2014,"Adventure,Family,Sci-Fi",Dave Green,199.4987846153846,-75.07920769230769,224.41957692307693
985,2013-03-22,Admission 2013,13000000,18007317,18733666,726349,5733666,2013,"Comedy,Drama,Romance",Paul Weitz,38.51782307692307,-94.4127,44.10512307692308
986,2012-09-21,The Perks of Being a Wallflower 2012,13000000,17742948,33069303,15326355,20069303,2012,Drama,Stephen Chbosky,36.48421538461539,17.895038461538462,154.37925384615386
987,2015-10-16,Room 2015,13000000,14677674,36262783,21585109,23262783,2015,"Drama,Thriller",Lenny Abrahamson,12.905184615384616,66.0393,178.94448461538462
988,2015-10-16,Woodlawn 2015,13000000,14394097,14403703,9606,1403703,2015,"Drama,Sport","Andrew Erwin, Jon Erwin",10.723823076923077,-99.9261076923077,10.797715384615385
989,2015-07-17,Bajrangi Bhaijaan 2015,13000000,8178001,121778347,113600346,108778347,2015,"Action,Comedy,Drama",Kabir Khan,-37.0923,773.8488153846154,836.7565153846155
990,2015-12-04,Youth 2015,13000000,2703296,24001573,21298277,11001573,2015,"Comedy,Drama,Music",Paolo Sorrentino,-79.20541538461538,63.8329,84.62748461538462
991,2015-07-24,The Vatican Tapes 2015,13000000,1784763,14929184,13144421,1929184,2015,"Horror,Thriller",Mark Neveldine,-86.27105384615385,1.1109307692307693,14.839876923076922
992,2011-07-29,Attack the Block 2011,13000000,1024175,6459183,5435008,-6540817,2011,"Action,Comedy,Sci-Fi",Joe Cornish,-92.12173076923077,-58.19224615384615,-50.31397692307692
993,2015-08-14,Brothers 2015,13000000,656688,17856688,17200000,4856688,2015,Documentary,Aslaug Holm,-94.94855384615384,32.30769230769231,37.35913846153846
997,2013-03-15,The Call 2013,12800000,51872378,69821476,17949098,57021476,2013,"Crime,Drama,Horror",Brad Anderson,305.252953125,40.227328125,445.48028124999996
999,2014-09-12,The Drop 2014,12600000,10724389,19054534,8330145,6454534,2014,"Crime,Drama",Michaël R. Roskam,-14.885801587301586,-33.8877380952381,51.22646031746032
1003,2012-10-05,The Paperboy 2012,12500000,677200,4027663,3350463,-8472337,2012,"Crime,Drama,Mystery",Lee Daniels,-94.5824,-73.196296,-67.77869600000001
1004,2014-06-06,The Fault in Our Stars 2014,12000000,124872350,307166834,182294484,295166834,2014,"Drama,Romance",Josh Boone,940.6029166666666,1419.1207,2459.7236166666667
1005,2012-04-20,Think Like a Man 2012,12000000,91547205,113373764,21826559,101373764,2012,"Comedy,Romance",Tim Story,662.893375,81.88799166666666,844.7813666666667
1006,2012-02-24,Act of Valor 2012,12000000,70012847,82497035,12484188,70497035,2012,"Action,Adventure,Drama","Scott Waugh, Mike McCoy",483.4403916666667,4.0349,587.4752916666667
1007,2012-02-03,Chronicle 2012,12000000,64575175,123681790,59106615,111681790,2012,"Drama,Sci-Fi,Thriller",Josh Trank,438.12645833333335,392.555125,930.6815833333334
1008,2012-03-02,Project X 2012,12000000,54731865,103028188,48296323,91028188,2012,Comedy,Nima Nourizadeh,356.098875,302.46935833333333,758.5682333333334
1009,2017-11-10,"Three Billboards Outside Ebbing, Missouri 2017",12000000,54513740,160191915,105678175,148191915,2017,"Crime,Drama",Martin McDonagh,354.28116666666665,780.6514583333334,1234.9326250000001
1010,2016-11-25,Lion 2016,12000000,51739495,149570720,97831225,137570720,2016,"Biography,Drama",Garth Davis,331.16245833333335,715.2602083333333,1146.4226666666666
1011,2018-05-04,Overboard 2018,12000000,50316123,85369830,35053707,73369830,2018,"Comedy,Romance",Rob Greenberg,319.301025,192.114225,611.41525
1012,2013-11-22,Philomena 2013,12000000,37709979,98963392,61253413,86963392,2013,"Biography,Comedy,Drama",Stephen Frears,214.24982500000002,410.44510833333334,724.6949333333333
1013,2015-07-24,Paper Towns 2015,12000000,32000304,85450484,53450180,73450484,2015,"Comedy,Drama,Mystery",Jake Schreier,166.66920000000002,345.41816666666665,612.0873666666666
1014,2016-08-12,Hell or High Water 2016,12000000,27007844,37584304,10576460,25584304,2016,"Action,Crime,Drama",David Mackenzie,125.06536666666668,-11.862833333333334,213.20253333333335
1015,2012-07-05,Katy Perry: Part of Me 2012,12000000,25326071,32700439,7374368,20700439,2012,"Documentary,Music","Jane Lipsitz, Dan Cutforth",111.05059166666666,-38.546933333333335,172.50365833333333
1016,2014-12-12,Top Five 2014,12000000,25317379,26001741,684362,14001741,2014,"Comedy,Romance",Chris Rock,110.97815833333333,-94.29698333333333,116.681175
1017,2015-01-30,Project Almanac 2015,12000000,22348241,32909437,10561196,20909437,2015,"Drama,Mystery,Sci-Fi",Dean Israelite,86.23534166666667,-11.990033333333333,174.24530833333333
1019,2013-11-15,Nebraska 2013,12000000,17654912,24761360,7106448,12761360,2013,"Adventure,Comedy,Drama",Alexander Payne,47.124266666666664,-40.7796,106.34466666666667
1020,2011-12-09,Young Adult 2011,12000000,16311571,22750356,6438785,10750356,2011,"Comedy,Drama",Jason Reitman,35.92975833333333,-46.34345833333333,89.5863
1021,2013-11-01,About Time 2013,12000000,15323921,89309178,73985257,77309178,2013,"Comedy,Drama,Fantasy",Richard Curtis,27.699341666666665,516.5438083333333,644.24315
1022,2018-12-14,If Beale Street Could Talk 2018,12000000,14915773,19859167,4943394,7859167,2018,"Drama,Romance",Barry Jenkins,24.29810833333333,-58.80505,65.49305833333334
1023,2017-07-14,Wish Upon 2017,12000000,14301505,23477345,9175840,11477345,2017,"Drama,Fantasy,Horror",John R. Leonetti,19.179208333333335,-23.534666666666666,95.64454166666667
1024,2017-04-21,Unforgettable 2017,12000000,11368012,16221211,4853199,4221211,2017,"Drama,Thriller",Denise Di Novi,-5.266566666666667,-59.556675000000006,35.17675833333334
1025,2017-10-13,Marshall 2017,12000000,10051659,10116816,65157,-1883184,2017,"Biography,Crime,Drama",Reginald Hudlin,-16.236175,-99.457025,-15.6932
1026,2012-09-14,Arbitrage 2012,12000000,7919574,35830713,27911139,23830713,2012,"Drama,Thriller",Nicholas Jarecki,-34.00355,132.592825,198.58927500000001
1027,2012-06-01,For Greater Glory: The True Story of Cristiada 2012,12000000,5669081,10026255,4357174,-1973745,2012,"Drama,History,War",Dean Wright,-52.75765833333333,-63.690216666666664,-16.447875
1028,2013-03-01,Stoker 2013,12000000,1703125,12034913,10331788,34913,2013,"Drama,Thriller",Chan-wook Park,-85.80729166666666,-13.901766666666667,0.29094166666666665
1029,2011-03-11,Kill the Irishman 2011,12000000,1188194,1188194,0,-10811806,2011,"Biography,Crime,Drama",Jonathan Hensleigh,-90.09838333333333,-100.0,-90.09838333333333
1030,2012-04-20,Darling Companion 2012,12000000,793352,1200346,406994,-10799654,2012,"Comedy,Drama,Romance",Lawrence Kasdan,-93.38873333333333,-96.60838333333334,-89.99711666666667
