,title,release_year,average_rating,runtime_minutes,genres,studio,total_gross_mil,domestic_gross,foreign_gross,total_gross
782,Flight,2012,7.3,138.0,"Drama,Thriller",Par.,161.8,"$93,800,000","$68,000,000","$161,800,000"
783,Underworld Awakening,2012,6.4,88.0,"Action,Fantasy,Horror",SGem,160.1,"$62,300,000","$97,800,000","$160,100,000"
784,This Means War,2012,6.3,103.0,"Action,Comedy,Romance",Fox,156.5,"$54,800,000","$101,700,000","$156,500,000"
785,The Secret World Of Arrietty,2012,,,,BV,145.6,"$19,200,000","$126,400,000","$145,600,000"
786,Paranormal Activity 4,2012,4.6,88.0,"Horror,Mystery,Thriller",Par.,142.8,"$53,900,000","$88,900,000","$142,800,000"
787,Step Up Revolution,2012,6.5,99.0,"Drama,Music,Romance",LG/S,140.5,"$35,100,000","$105,400,000","$140,500,000"
788,The Best Exotic Marigold Hotel,2012,,,,FoxS,136.8,"$46,400,000","$90,400,000","$136,800,000"
789,Zero Dark Thirty,2012,7.4,157.0,"Drama,Thriller",Sony,132.8,"$95,700,000","$37,100,000","$132,800,000"
790,Ghost Rider: Spirit Of Vengeance,2012,,,,Sony,132.6,"$51,800,000","$80,800,000","$132,600,000"
791,Cloud Atlas,2012,7.4,172.0,"Action,Drama,Mystery",WB,130.5,"$27,100,000","$103,400,000","$130,500,000"
792,The Woman In Black,2012,6.4,95.0,"Drama,Fantasy,Horror",CBS,127.7,"$54,300,000","$73,400,000","$127,700,000"
793,Chronicle ,2012,,,,Fox,126.699999,"$64,599,999","$62,100,000","$126,699,999"
794,The Pirates! Band Of Misfits,2012,6.7,88.0,"Adventure,Animation,Comedy",Sony,123.1,"$31,100,000","$92,000,000","$123,100,000"
795,Parental Guidance,2012,6.1,105.0,"Comedy,Family",Fox,119.8,"$77,300,000","$42,500,000","$119,800,000"
796,Abraham Lincoln: Vampire Hunter,2012,5.9,105.0,"Action,Fantasy,Horror",Fox,116.5,"$37,500,000","$79,000,000","$116,500,000"
797,Pitch Perfect,2012,7.2,112.0,"Comedy,Music,Romance",Uni.,115.3,"$65,000,000","$50,300,000","$115,300,000"
798,Hope Springs,2012,6.3,100.0,"Comedy,Drama,Romance",Sony,114.2,"$63,500,000","$50,700,000","$114,200,000"
799,Paranorman,2012,7.0,92.0,"Adventure,Animation,Comedy",Focus,107.1,"$56,000,000","$51,100,000","$107,100,000"
800,The Campaign,2012,6.1,85.0,Comedy,WB,104.9,"$86,900,000","$18,000,000","$104,900,000"
801,Let The Bullets Fly,2012,,,,Vari.,104.363,"$63,000","$104,300,000","$104,363,000"
802,Star Wars: Episode I - The Phantom Menace ,2012,,,,Fox,102.8,"$43,500,000","$59,300,000","$102,800,000"
803,Project X,2012,6.7,88.0,Comedy,WB,102.7,"$54,700,000","$48,000,000","$102,700,000"
804,The Devil Inside,2012,4.2,83.0,Horror,Par.,101.8,"$53,300,000","$48,500,000","$101,800,000"
805,The Lucky One,2012,6.5,101.0,"Drama,Romance",WB,99.4,"$60,500,000","$38,900,000","$99,400,000"
806,Contraband,2012,6.5,109.0,"Action,Crime,Drama",Uni.,96.2,"$66,500,000","$29,700,000","$96,200,000"
807,Think Like A Man,2012,6.6,122.0,"Comedy,Romance",SGem,96.0,"$91,500,000","$4,500,000","$96,000,000"
808,This Is 40,2012,6.2,134.0,"Comedy,Romance",Uni.,88.0,"$67,500,000","$20,500,000","$88,000,000"
809,The Inbetweeners Movie,2012,,,,WHE,88.036,"$36,000","$88,000,000","$88,036,000"
810,The Possession,2012,5.9,92.0,"Horror,Mystery,Thriller",LGF,85.4,"$49,100,000","$36,300,000","$85,400,000"
811,What To Expect When You'Re Expecting,2012,5.7,110.0,"Comedy,Drama,Romance",LGF,84.4,"$41,200,000","$43,200,000","$84,400,000"
812,The Thieves,2012,6.8,135.0,"Action,Comedy,Crime",WGUSA,83.486,"$686,000","$82,800,000","$83,486,000"
813,Savages ,2012,,,,Uni.,83.0,"$47,400,000","$35,600,000","$83,000,000"
814,Frankenweenie,2012,7.0,87.0,"Animation,Comedy,Family",BV,81.5,"$35,300,000","$46,200,000","$81,500,000"
815,Act Of Valor,2012,6.5,110.0,"Action,Adventure,Drama",Rela.,81.3,"$70,000,000","$11,300,000","$81,300,000"
816,Masquerade ,2012,,,,CJ,80.723,"$923,000","$79,800,000","$80,723,000"
817,Sinister,2012,6.8,110.0,"Horror,Mystery,Thriller",LG/S,77.7,"$48,100,000","$29,600,000","$77,700,000"
818,The Grey,2012,,,,ORF,77.3,"$51,600,000","$25,700,000","$77,300,000"
819,Diary Of A Wimpy Kid: Dog Days,2012,6.3,94.0,"Comedy,Family",Fox,77.1,"$49,000,000","$28,100,000","$77,100,000"
820,To Rome With Love,2012,6.3,112.0,"Comedy,Music,Romance",SPC,73.3,"$16,700,000","$56,600,000","$73,300,000"
821,Here Comes The Boom,2012,6.4,105.0,"Action,Comedy,Sport",Sony,73.1,"$45,300,000","$27,800,000","$73,100,000"
822,Finding Nemo ,2012,,,,BV,69.3,"$41,100,000","$28,200,000","$69,300,000"
823,Anna Karenina,2012,6.6,129.0,"Drama,Romance",Focus,68.9,"$12,800,000","$56,100,000","$68,900,000"
824,The Watch,2012,5.7,102.0,"Action,Comedy,Horror",Fox,68.3,"$35,400,000","$32,900,000","$68,300,000"
825,Moonrise Kingdom,2012,7.8,94.0,"Adventure,Comedy,Drama",Focus,68.3,"$45,500,000","$22,800,000","$68,300,000"
826,Tyler Perry'S Madea'S Witness Protection,2012,,,,LGF,66.9,"$65,700,000","$1,200,000","$66,900,000"
827,The Cabin In The Woods,2012,,,,LGF,66.5,"$42,100,000","$24,400,000","$66,500,000"
828,Beauty And The Beast ,2012,,,,BV,62.0,"$47,600,000","$14,400,000","$62,000,000"
829,Rock Of Ages,2012,5.9,123.0,"Comedy,Drama,Musical",WB (NL),59.4,"$38,500,000","$20,900,000","$59,400,000"
830,That'S My Boy,2012,5.6,116.0,Comedy,Sony,57.7,"$36,900,000","$20,800,000","$57,700,000"
831,The Odd Life Of Timothy Green,2012,6.6,105.0,"Comedy,Drama,Family",BV,56.1,"$51,900,000","$4,200,000","$56,100,000"
832,The Three Stooges,2012,5.1,92.0,"Comedy,Family",Fox,54.8,"$44,300,000","$10,500,000","$54,800,000"
833,The Five-Year Engagement,2012,6.2,124.0,"Comedy,Romance",Uni.,53.9,"$28,800,000","$25,100,000","$53,900,000"
834,Lawless,2012,7.3,116.0,"Crime,Drama",Wein.,53.7,"$37,400,000","$16,300,000","$53,700,000"
835,Silent Hill: Revelation 3D,2012,,,,ORF,52.3,"$17,500,000","$34,800,000","$52,300,000"
836,Red Tails,2012,5.9,125.0,"Action,Adventure,Drama",Fox,50.389,"$49,900,000","$489,000","$50,389,000"
837,"Monsters, Inc. ",2012,,,,BV,50.2,"$34,000,000","$16,200,000","$50,200,000"
838,Trouble With The Curve,2012,6.8,111.0,"Drama,Sport",WB,49.0,"$35,800,000","$13,200,000","$49,000,000"
839,Little White Lies,2012,,,,MPI,48.506,"$206,000","$48,300,000","$48,506,000"
840,End Of Watch,2012,7.6,109.0,"Action,Crime,Drama",ORF,48.1,"$41,000,000","$7,100,000","$48,100,000"
841,Man On A Ledge,2012,6.6,102.0,"Action,Adventure,Crime",LG/S,46.2,"$18,600,000","$27,600,000","$46,200,000"
842,Red Dawn ,2012,,,,FD,44.8,"$44,800,000",$0,"$44,800,000"
843,House At The End Of The Street,2012,5.6,101.0,"Drama,Horror,Thriller",Rela.,44.3,"$31,600,000","$12,700,000","$44,300,000"
844,The Guilt Trip,2012,5.8,95.0,"Comedy,Drama",Par.,41.8,"$37,100,000","$4,700,000","$41,800,000"
845,A Werewolf Boy,2012,7.4,122.0,"Fantasy,Romance",CJ,41.643,"$343,000","$41,300,000","$41,643,000"
846,Safe ,2012,,,,LGF,40.3,"$17,100,000","$23,200,000","$40,300,000"
847,Killing Them Softly,2012,6.2,97.0,"Crime,Thriller",Wein.,37.9,"$15,000,000","$22,900,000","$37,900,000"
848,Chernobyl Diaries,2012,5.0,86.0,"Horror,Mystery,Thriller",WB,37.1,"$18,100,000","$19,000,000","$37,100,000"
849,One For The Money,2012,5.3,91.0,"Action,Comedy,Crime",LGF,36.9,"$26,400,000","$10,500,000","$36,900,000"
850,Dredd,2012,7.1,95.0,"Action,Crime,Sci-Fi",LGF,35.6,"$13,400,000","$22,200,000","$35,600,000"
851,Tyler Perry'S Good Deeds,2012,,,,LGF,35.553,"$35,000,000","$553,000","$35,553,000"
852,Arbitrage,2012,6.6,107.0,"Drama,Thriller",RAtt.,35.5,"$7,900,000","$27,600,000","$35,500,000"
853,Chimpanzee,2012,7.2,78.0,Documentary,BV,34.9,"$29,000,000","$5,900,000","$34,900,000"
854,Alex Cross,2012,5.1,101.0,"Action,Crime,Mystery",LG/S,34.6,"$25,900,000","$8,700,000","$34,600,000"
855,Salmon Fishing In The Yemen,2012,,,,CBS,34.5,"$9,000,000","$25,500,000","$34,500,000"
856,Fetih 1453: The Conquest Of Constantinople,2012,,,,NeoC,34.4357,"$35,700","$34,400,000","$34,435,700"
857,Cirque Du Soleil: Worlds Away,2012,6.8,91.0,Fantasy,Par.,34.1,"$12,500,000","$21,600,000","$34,100,000"
858,The Perks Of Being A Wallflower,2012,8.0,103.0,Drama,LG/S,33.3,"$17,700,000","$15,600,000","$33,300,000"
859,Haywire,2012,,,,Rela.,33.3,"$18,900,000","$14,400,000","$33,300,000"
860,Katy Perry: Part Of Me,2012,5.9,93.0,"Documentary,Music",Par.,32.7,"$25,300,000","$7,400,000","$32,700,000"
861,Lockout,2012,6.1,95.0,"Action,Sci-Fi,Thriller",FD,32.2,"$14,300,000","$17,900,000","$32,200,000"
862,Joyful Noise,2012,5.8,118.0,"Comedy,Drama,Music",WB,31.126,"$30,900,000","$226,000","$31,126,000"
863,Premium Rush,2012,6.5,91.0,"Action,Crime,Thriller",Sony,31.1,"$20,300,000","$10,800,000","$31,100,000"
864,The Raven,2012,6.4,110.0,"Crime,Mystery,Thriller",Rela.,29.6,"$16,000,000","$13,600,000","$29,600,000"
865,Rowdy Rathore,2012,5.9,140.0,Action,UTV,29.377,"$777,000","$28,600,000","$29,377,000"
866,Dragon ,2012,,,,RTWC,29.1111,"$11,100","$29,100,000","$29,111,100"
867,Bol Bachchan,2012,5.5,155.0,"Action,Comedy,Drama",FIP,28.8,"$1,200,000","$27,600,000","$28,800,000"
868,The Master,2012,7.1,138.0,Drama,Wein.,28.299999,"$16,399,999","$11,900,000","$28,299,999"
869,Rust And Bone,2012,7.5,120.0,"Drama,Romance",SPC,25.8,"$2,100,000","$23,700,000","$25,800,000"
870,Big Miracle,2012,6.5,107.0,"Biography,Drama,Family",Uni.,24.8,"$20,200,000","$4,600,000","$24,800,000"
871,Sparkle ,2012,,,,TriS,24.64,"$24,400,000","$240,000","$24,640,000"
872,To The Arctic ,2012,,,,WB,23.7,"$14,600,000","$9,100,000","$23,700,000"
873,Hitchcock,2012,6.8,98.0,"Biography,Comedy,Drama",FoxS,23.6,"$6,000,000","$17,600,000","$23,600,000"
874,A Thousand Words,2012,5.9,91.0,"Comedy,Drama",P/DW,22.1,"$18,500,000","$3,600,000","$22,100,000"
875,Wanderlust,2012,5.6,98.0,"Comedy,Romance",Uni.,21.7,"$17,500,000","$4,200,000","$21,700,000"
876,Beasts Of The Southern Wild,2012,7.3,93.0,"Adventure,Drama,Fantasy",FoxS,21.1,"$12,800,000","$8,300,000","$21,100,000"
877,Polisse,2012,,,,IFC,20.411,"$211,000","$20,200,000","$20,411,000"
878,Amour,2012,7.9,127.0,"Drama,Romance",SPC,19.8,"$6,700,000","$13,100,000","$19,800,000"
879,The Man With The Iron Fists,2012,5.4,95.0,Action,Uni.,19.699999,"$15,600,000","$4,099,999","$19,699,999"
880,Solomon Kane,2012,,,,RTWC,19.6,$0,"$19,600,000","$19,600,000"
881,Seven Psychopaths,2012,7.2,110.0,"Comedy,Crime",CBS,19.4,"$15,000,000","$4,400,000","$19,400,000"
882,Gone,2012,5.9,94.0,"Action,Adventure,Drama",LG/S,18.1,"$11,700,000","$6,400,000","$18,100,000"
883,Gone,2012,6.6,50.0,Drama,LG/S,18.1,"$11,700,000","$6,400,000","$18,100,000"
884,Norwegian Wood,2012,,,,RF,17.613,"$13,000","$17,600,000","$17,613,000"
885,The Cold Light Of Day,2012,4.9,93.0,"Action,Thriller",LG/S,16.9,"$3,800,000","$13,100,000","$16,900,000"
886,My Way ,2012,,,,CJ,16.5702,"$70,200","$16,500,000","$16,570,200"
887,Tomorrow When The War Began,2012,,,,Free,16.5049,"$4,900","$16,500,000","$16,504,900"
888,We Have A Pope,2012,,,,IFC,16.148,"$548,000","$15,600,000","$16,148,000"
889,Headhunters,2012,,,,Magn.,15.7,"$1,200,000","$14,500,000","$15,700,000"
890,Hit And Run,2012,6.1,100.0,"Action,Comedy",ORF,14.404,"$13,700,000","$704,000","$14,404,000"
891,War Of The Buttons ,2012,,,,Wein.,13.8478,"$47,800","$13,800,000","$13,847,800"
892,Red Lights ,2012,,,,MNE,13.5526,"$52,600","$13,500,000","$13,552,600"
893,The Words,2012,7.1,102.0,"Drama,Mystery,Romance",CBS,13.2,"$11,500,000","$1,700,000","$13,200,000"
894,Playing For Keeps,2012,5.7,105.0,"Comedy,Romance,Sport",FD,13.1,"$13,100,000",$0,"$13,100,000"
895,Silent House,2012,,,,ORF,13.147,"$12,800,000","$347,000","$13,147,000"
896,Friends With Kids,2012,,,,RAtt.,13.1,"$7,300,000","$5,800,000","$13,100,000"
897,The Well-Digger'S Daughter,2012,,,,KL,12.586,"$386,000","$12,200,000","$12,586,000"
898,Klown,2012,,,,Drft.,12.4688,"$68,800","$12,400,000","$12,468,800"
899,People Like Us,2012,7.1,114.0,"Comedy,Drama",BV,12.4,"$12,400,000",$0,"$12,400,000"
900,Seeking Justice,2012,,,,Anch.,12.312,"$412,000","$11,900,000","$12,312,000"
901,Bachelorette,2012,5.3,87.0,"Comedy,Romance",RTWC,11.948,"$448,000","$11,500,000","$11,948,000"
902,This Must Be The Place,2012,,,,Wein.,11.744,"$144,000","$11,600,000","$11,744,000"
903,Fun Size,2012,5.4,86.0,"Adventure,Comedy",Par.,11.4,"$9,400,000","$2,000,000","$11,400,000"
904,Rec 3: Genesis,2012,,,,Magn.,10.1096,"$9,600","$10,100,000","$10,109,600"
905,Delicacy,2012,,,,Cohen,9.699,"$499,000","$9,200,000","$9,699,000"
906,Seeking A Friend For The End Of The World,2012,6.7,101.0,"Adventure,Comedy,Drama",Focus,9.7,"$7,100,000","$2,600,000","$9,700,000"
907,The Apparition,2012,4.1,83.0,"Horror,Thriller",WB,9.6,"$4,900,000","$4,700,000","$9,600,000"
908,For Greater Glory,2012,,,,ArcEnt,9.7,"$5,700,000","$4,000,000","$9,700,000"
909,Hysteria,2012,,,,SPC,9.5,"$1,800,000","$7,700,000","$9,500,000"
910,Bernie,2012,,,,MNE,9.2,"$9,200,000",$0,"$9,200,000"
911,The Sessions,2012,7.2,95.0,"Biography,Comedy,Drama",FoxS,9.1,"$6,000,000","$3,100,000","$9,100,000"
912,Ruby Sparks,2012,7.2,104.0,"Comedy,Drama,Fantasy",FoxS,9.1,"$2,500,000","$6,600,000","$9,100,000"
913,Hyde Park On Hudson,2012,5.9,94.0,"Biography,Comedy,Drama",Focus,8.9,"$6,400,000","$2,500,000","$8,900,000"
914,On The Road,2012,6.1,124.0,"Adventure,Drama,Romance",IFC,8.744,"$744,000","$8,000,000","$8,744,000"
915,Boy ,2012,,,,PalUni,8.656,"$256,000","$8,400,000","$8,656,000"
916,Piranha 3Dd,2012,3.7,83.0,"Comedy,Horror",W/Dim.,8.477,"$377,000","$8,100,000","$8,477,000"
917,Easy Money ,2012,,,,Wein.,8.405999,"$206,000","$8,199,999","$8,405,999"
918,Space Dogs 3D,2012,,,,EpicPics,8.3144,"$14,400","$8,300,000","$8,314,400"
919,Bel Ami,2012,5.4,102.0,"Drama,History,Romance",Magn.,8.319999,"$120,000","$8,199,999","$8,319,999"
920,Promised Land ,2012,,,,Focus,8.141,"$7,600,000","$541,000","$8,141,000"
921,Iron Sky,2012,5.9,93.0,"Action,Comedy,Sci-Fi",EOne,8.122,"$122,000","$8,000,000","$8,122,000"
922,Casa De Mi Padre,2012,5.5,84.0,"Comedy,Western",LGF,8.0,"$5,900,000","$2,100,000","$8,000,000"
923,Heroine,2012,5.1,149.0,Drama,UTV,7.999,"$599,000","$7,400,000","$7,999,000"
924,A Royal Affair,2012,7.6,137.0,"Biography,Drama,History",Magn.,7.5,"$1,500,000","$6,000,000","$7,500,000"
925,All Together,2012,,,,KL,7.2432,"$43,200","$7,200,000","$7,243,200"
926,My Worst Nightmare,2012,,,,Strand,7.122,"$22,000","$7,100,000","$7,122,000"
927,The Collection,2012,6.1,82.0,"Action,Horror,Thriller",LD,6.8,"$6,800,000",$0,"$6,800,000"
928,Monsieur Lazhar ,2012,,,,MBox,6.6,"$2,000,000","$4,600,000","$6,600,000"
929,Goon,2012,,,,Magn.,6.5,"$4,200,000","$2,300,000","$6,500,000"
930,Cosmopolis,2012,5.0,109.0,"Drama,Fantasy",EOne,6.064,"$764,000","$5,300,000","$6,064,000"
931,Chasing Mavericks,2012,7.2,116.0,"Biography,Drama,Sport",Fox,6.0006,"$6,000,000",$600,"$6,000,600"
932,Declaration Of War,2012,,,,IFC,5.8591,"$59,100","$5,800,000","$5,859,100"
933,Puella Magi Madoka Magica The Movie,2012,,,,Elev.,5.78,"$180,000","$5,600,000","$5,780,000"
934,Albert Nobbs,2012,,,,RAtt.,5.6,"$3,000,000","$2,600,000","$5,600,000"
935,In Darkness,2012,,,,SPC,5.5,"$1,000,000","$4,500,000","$5,500,000"
936,Won'T Back Down,2012,6.4,121.0,Drama,Fox,5.3,"$5,300,000",$0,"$5,300,000"
937,Farewell My Queen,2012,,,,Cohen,5.3,"$1,600,000","$3,700,000","$5,300,000"
938,The Tall Man,2012,5.9,106.0,"Crime,Drama,Horror",Imag.,5.2,$0,"$5,200,000","$5,200,000"
939,Girl In Progress,2012,5.6,93.0,"Comedy,Drama",LGF,4.6,"$2,600,000","$2,000,000","$4,600,000"
940,"Jeff, Who Lives At Home",2012,,,,ParV,4.448,"$4,300,000","$148,000","$4,448,000"
941,Barbara,2012,7.2,105.0,Drama,AF,4.1,"$1,000,000","$3,100,000","$4,100,000"
942,The Raid: Redemption,2012,,,,SPC,4.099999,"$4,099,999",$0,"$4,099,999"
943,Keith Lemon: The Film,2012,2.6,85.0,Comedy,,4.0,$0,"$4,000,000","$4,000,000"
944,Safety Not Guaranteed,2012,7.0,86.0,"Comedy,Drama,Romance",FD,4.0,"$4,000,000",$0,"$4,000,000"
945,Nitro Circus The Movie 3D,2012,,,,ArcEnt,3.926,"$3,400,000","$526,000","$3,926,000"
946,"Lula, Son Of Brazil",2012,,,,NYer,3.8,$0,"$3,800,000","$3,800,000"
947,The Lady,2012,,,,Cohen,3.755,"$355,000","$3,400,000","$3,755,000"
948,Branded,2012,4.7,106.0,"Drama,Fantasy,Thriller",RAtt.,3.754,"$354,000","$3,400,000","$3,754,000"
949,The Rabbi'S Cat,2012,,,,GK,3.7234,"$23,400","$3,700,000","$3,723,400"
950,Searching For Sugar Man,2012,8.2,86.0,"Biography,Documentary,Music",SPC,3.7,"$3,700,000",$0,"$3,700,000"
951,Killer Joe,2012,,,,LD,3.7,"$2,000,000","$1,700,000","$3,700,000"
952,Hara-Kiri: Death Of A Samurai,2012,,,,Trib.,3.4757,"$75,700","$3,400,000","$3,475,700"
953,Robot & Frank,2012,7.1,89.0,"Comedy,Crime,Drama",Gold.,3.3,"$3,300,000",$0,"$3,300,000"
954,Raiders Of The Lost Ark ,2012,,,,Par.,3.1,"$3,100,000",$0,"$3,100,000"
955,Celeste And Jesse Forever,2012,,,,SPC,3.1,"$3,100,000",$0,"$3,100,000"
956,Jab Tak Hai Jaan,2012,6.8,176.0,"Drama,Romance",Yash,3.0,"$3,000,000",$0,"$3,000,000"
957,Intruders,2012,,,,MNE,2.9691,"$69,100","$2,900,000","$2,969,100"
958,Talaash,2012,7.3,140.0,"Crime,Drama,Mystery",Relbig.,2.9,"$2,900,000",$0,"$2,900,000"
959,Barfi!,2012,8.1,151.0,"Comedy,Drama,Romance",UTV,2.8,"$2,800,000",$0,"$2,800,000"
960,A Simple Life,2012,,,,CL,2.792,"$192,000","$2,600,000","$2,792,000"
961,Samsara,2012,,,,Osci.,2.7,"$2,700,000",$0,"$2,700,000"
962,Simon And The Oaks,2012,,,,TFA,2.551,"$151,000","$2,400,000","$2,551,000"
963,Jiro Dreams Of Sushi,2012,,,,Magn.,2.6,"$2,600,000",$0,"$2,600,000"
964,Dabangg 2,2012,4.9,120.0,"Action,Comedy",Eros,2.5,"$2,500,000",$0,"$2,500,000"
965,Kid With A Bike,2012,,,,IFC,2.5,"$1,500,000","$1,000,000","$2,500,000"
966,The Queen Of Versailles,2012,7.1,100.0,Documentary,Magn.,2.4,"$2,400,000",$0,"$2,400,000"
967,Ek Tha Tiger,2012,5.5,132.0,"Action,Romance,Thriller",Yash,2.3,"$2,300,000",$0,"$2,300,000"
968,Chico & Rita,2012,,,,GK,2.251,"$351,000","$1,900,000","$2,251,000"
969,Stolen ,2012,,,,MNE,2.104,"$304,000","$1,800,000","$2,104,000"
970,Footnote,2012,,,,SPC,2.0,"$2,000,000",$0,"$2,000,000"
971,The Imposter,2012,7.5,99.0,"Biography,Crime,Documentary",IM,1.998,"$898,000","$1,100,000","$1,998,000"
972,Agneepath,2012,7.0,174.0,"Action,Drama",Eros,2.0,"$2,000,000",$0,"$2,000,000"
973,The Day I Saw Your Heart,2012,,,,FM,2.0035,"$3,500","$2,000,000","$2,003,500"
974,English Vinglish,2012,7.9,134.0,"Comedy,Drama,Family",Eros,1.9,"$1,900,000",$0,"$1,900,000"
975,Housefull 2,2012,5.4,145.0,"Action,Comedy,Musical",Eros,1.8,"$1,800,000",$0,"$1,800,000"
976,The Cup ,2012,,,,Myr.,1.8,$0,"$1,800,000","$1,800,000"
977,Tales Of The Night,2012,,,,GK,1.711,"$11,000","$1,700,000","$1,711,000"
978,Beloved ,2012,,,,IFC,1.638,"$138,000","$1,500,000","$1,638,000"
979,360,2012,,,,Magn.,1.7,"$100,000","$1,600,000","$1,700,000"
980,2 Days In New York,2012,6.0,96.0,"Comedy,Drama,Romance",Magn.,1.633,"$633,000","$1,000,000","$1,633,000"
981,Your Sister'S Sister,2012,,,,IFC,1.6,"$1,600,000",$0,"$1,600,000"
982,Hermano,2012,,,,MBox,1.6299,"$29,900","$1,600,000","$1,629,900"
983,Lay The Favorite,2012,4.8,94.0,"Comedy,Drama,Romance",RTWC,1.621,"$21,000","$1,600,000","$1,621,000"
984,Soldiers Of Fortune,2012,4.3,94.0,"Action,Thriller",RAtt.,1.5389,"$38,900","$1,500,000","$1,538,900"
985,A Late Quartet,2012,7.1,105.0,"Drama,Music",EOne,1.6,"$1,600,000",$0,"$1,600,000"
986,I Wish,2012,8.2,81.0,Fantasy,Magn.,1.546,"$146,000","$1,400,000","$1,546,000"
987,The Salt Of Life,2012,,,,Zeit.,1.517,"$317,000","$1,200,000","$1,517,000"
988,Chicken With Plums,2012,,,,SPC,1.454,"$254,000","$1,200,000","$1,454,000"
989,Marley,2012,8.0,144.0,"Biography,Documentary,Music",Magn.,1.4,"$1,400,000",$0,"$1,400,000"
990,The Paperboy,2012,5.8,107.0,"Crime,Drama,Mystery",MNE,1.354,"$693,000","$661,000","$1,354,000"
991,Chasing Ice,2012,7.8,75.0,"Biography,Documentary",SD,1.3,"$1,300,000",$0,"$1,300,000"
992,Unforgivable,2012,,,,Strand,1.354,"$154,000","$1,200,000","$1,354,000"
993,A Little Bit Of Heaven,2012,,,,MNE,1.3154,"$15,400","$1,300,000","$1,315,400"
994,The Other Son,2012,7.4,105.0,Drama,Cohen,1.3,"$1,300,000",$0,"$1,300,000"
995,Meerkats,2012,,,,NGE,1.26,"$778,000","$482,000","$1,260,000"
996,"For A Good Time, Call...",2012,6.0,85.0,Comedy,Focus,1.3,"$1,300,000",$0,"$1,300,000"
997,Take This Waltz,2012,,,,Magn.,1.2,"$1,200,000",$0,"$1,200,000"
998,Cocktail ,2012,,,,Eros,1.2,"$1,200,000",$0,"$1,200,000"
999,Once Upon A Time In Anatolia,2012,,,,CGld,1.152,"$152,000","$1,000,000","$1,152,000"
1000,Ek Main Aur Ekk Tu,2012,5.8,110.0,"Comedy,Drama,Romance",UTV,1.2,"$1,200,000",$0,"$1,200,000"
1001,The Deep Blue Sea,2012,,,,MBox,1.1,"$1,100,000",$0,"$1,100,000"
1002,Coriolanus,2012,,,,Wein.,1.072,"$757,000","$315,000","$1,072,000"
1003,Diana Vreeland: The Eye Has To Travel,2012,,,,Gold.,1.0,"$1,000,000",$0,"$1,000,000"
1004,First Position,2012,,,,IFC,1.0,"$1,000,000",$0,"$1,000,000"
1005,Damsels In Distress,2012,,,,SPC,1.0,"$1,000,000",$0,"$1,000,000"
1006,Rampart,2012,,,,MNE,0.973,"$973,000",$0,"$973,000"
1007,Elles,2012,,,,KL,0.912,"$158,000","$754,000","$912,000"
1008,W.E.,2012,,,,Wein.,0.868,"$583,000","$285,000","$868,000"
1009,Breathing,2012,,,,KL,0.8076,"$4,600","$803,000","$807,600"
1010,Darling Companion,2012,5.1,103.0,"Comedy,Drama,Romance",SPC,0.794,"$794,000",$0,"$794,000"
1011,Teri Meri Kahaani,2012,4.8,117.0,"Comedy,Drama,Romance",Eros,0.781,"$781,000",$0,"$781,000"
1012,Son Of Sardaar,2012,4.0,141.0,"Action,Comedy",Eros,0.772,"$772,000",$0,"$772,000"
1013,Agent Vinod,2012,5.2,157.0,"Action,Adventure,Thriller",Eros,0.698,"$698,000",$0,"$698,000"
1014,Student Of The Year,2012,5.4,146.0,"Comedy,Drama,Romance",Eros,0.67,"$670,000",$0,"$670,000"
1015,The Polar Express ,2012,,,,WB,0.669,"$669,000",$0,"$669,000"
1016,Holy Motors,2012,7.1,115.0,"Drama,Fantasy",IM,0.641,"$641,000",$0,"$641,000"
1017,Free Men,2012,,,,FM,0.6178,"$53,800","$564,000","$617,800"
1018,"Peace, Love And Misunderstanding",2012,,,,IFC,0.591,"$591,000",$0,"$591,000"
1019,Undefeated ,2012,,,,Wein.,0.562,"$562,000",$0,"$562,000"
1020,Sister ,2012,,,,AF,0.555,"$155,000","$400,000","$555,000"
1021,Vicky Donor,2012,7.8,126.0,"Comedy,Romance",Eros,0.549,"$549,000",$0,"$549,000"
1022,Being Flynn,2012,6.4,102.0,Drama,Focus,0.54,"$540,000",$0,"$540,000"
1023,Ai Weiwei: Never Sorry,2012,7.6,91.0,Documentary,IFC,0.534,"$534,000",$0,"$534,000"
1024,Where Do We Go Now?,2012,,,,SPC,0.532,"$532,000",$0,"$532,000"
1025,Bully ,2012,,,,Wein.,0.461,"$279,000","$182,000","$461,000"
1026,Ferrari Ki Sawaari,2012,6.4,140.0,"Comedy,Drama,Family",Eros,0.434,"$434,000",$0,"$434,000"
1027,Dark Tide,2012,4.3,94.0,"Action,Adventure,Drama",WHE,0.432,$0,"$432,000","$432,000"
1028,Apartment 143,2012,,,,Magn.,0.4264,$400,"$426,000","$426,400"
1029,Sound Of My Voice,2012,,,,FoxS,0.408,"$408,000",$0,"$408,000"
1030,Khiladi 786,2012,4.4,141.0,"Action,Comedy",Eros,0.379,"$379,000",$0,"$379,000"
1031,Smashed,2012,6.8,81.0,Drama,SPC,0.377,"$377,000",$0,"$377,000"
1032,Universal Soldier: Day Of Reckoning,2012,5.1,114.0,"Action,Horror,Mystery",Magn.,0.3695,"$5,500","$364,000","$369,500"
1033,The Oranges,2012,,,,ATO,0.366,"$366,000",$0,"$366,000"
